Title,Portátil,Max_Jugadores,Multiplataforma,Online,Genre,Licenciado,Desarrollador,Secuela,Puntuacion_Reseña,Rating,Fecha_Lanzamineto,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Polled,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Polled,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Polled,Length.Main Story.Rushed
GRID,True,1,True,True,"Racing / Driving,Simulation,Sports",True,,True,87,E,2008,28.5833333333333,106.416666666667,23.1333333333333,78,17.1666666666667,47.1833333333333,114.633333333333,37.4,21,28.6333333333333,24.5666666666667,34.3166666666667,24.75,16,18.3166666666667,20.6166666666667,40.65,22,41,14.9
Too Human,True,1,True,True,"Action,Role-Playing (RPG)",True,Microsoft,True,65,T,2008,20.5166666666667,68.3666666666667,15,37,12.8666666666667,119,119,119,1,119,23.8333333333333,45.8333333333333,19.5,16,16.3333333333333,12.9166666666667,16.4666666666667,12.9833333333333,20,10.4666666666667
Speed Racer: The Videogame,True,2,True,True,Racing / Driving,True,,True,69,M,2008,12.3833333333333,12.3833333333333,12.3833333333333,1,12.3833333333333,12.3833333333333,12.3833333333333,12.3833333333333,1,12.3833333333333,0,0,0,0,0,0,0,0,0,0
LEGO Indiana Jones: The Original Adventures,True,1,True,True,Action,True,,True,76,E,2008,15.1333333333333,25.0333333333333,13.7166666666667,85,10.3666666666667,22,29.3166666666667,24.0166666666667,31,15,14.2166666666667,17.8,15,18,10.9166666666667,9.7,13.6166666666667,10,36,8.08333333333333
SEGA Bass Fishing,True,1,True,True,Sports,True,Sega,True,59,E,2008,8.36666666666667,10.9166666666667,7,5,4.16666666666667,14.0833333333333,14.1166666666667,14.0833333333333,2,14.0333333333333,7,7,7,1,7,3.33333333333333,4.66666666666667,3.33333333333333,2,2
The Chronicles of Narnia: Prince Caspian,True,2,True,True,"Action,Role-Playing (RPG)",True,Disney,True,63,M,2008,12.8166666666667,15.1166666666667,11.65,4,11.1166666666667,11.65,11.8166666666667,11.65,2,11.4833333333333,0,0,0,0,0,14,16,14,2,12
Iron Man,True,1,True,True,Action,True,Sega,True,56,M,2008,5.8,10.6666666666667,5,12,4.23333333333333,9.98333333333333,12.4666666666667,8,3,7.48333333333333,5.08333333333333,5.08333333333333,5.08333333333333,1,5.08333333333333,4.33333333333333,4.68333333333333,4.36666666666667,8,3.71666666666667
The Sims 2: Apartment Pets,True,1,True,True,Simulation,True,EA,True,50,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLB 08: The Show,True,1,True,True,Sports,True,Sony,True,83,M,2008,10,10,10,1,10,0,0,0,0,0,0,0,0,0,0,10,10,10,1,10
Iron Man,True,1,True,True,Action,True,Sega,True,42,T,2008,5.8,10.6666666666667,5,12,4.23333333333333,9.98333333333333,12.4666666666667,8,3,7.48333333333333,5.08333333333333,5.08333333333333,5.08333333333333,1,5.08333333333333,4.33333333333333,4.68333333333333,4.36666666666667,8,3.71666666666667
Madagascar: Escape 2 Africa,True,1,True,True,"Action,Adventure",True,Activision,True,55,T,2008,6.5,6.75,6.5,2,6.25,0,0,0,0,0,7,7,7,1,7,6,6,6,1,6
GRID,True,1,True,True,"Racing / Driving,Simulation,Sports",True,,True,87,T,2008,28.5833333333333,106.416666666667,23.1333333333333,78,17.1666666666667,47.1833333333333,114.633333333333,37.4,21,28.6333333333333,24.5666666666667,34.3166666666667,24.75,16,18.3166666666667,20.6166666666667,40.65,22,41,14.9
NHL 09,True,1,True,True,Sports,True,EA,True,88,M,2008,26.6666666666667,31.6666666666667,20,3,21.6666666666667,40,40,40,1,40,0,0,0,0,0,20,20,20,2,20
Banjo-Kazooie: Nuts & Bolts,True,1,True,True,"Action,Adventure,Racing / Driving,Sports",True,Microsoft,True,79,E,2008,26.9333333333333,71.6,19.45,34,17.45,56,84.8166666666667,43.3,8,38.5166666666667,20.4833333333333,25.3666666666667,21,11,17.8666666666667,16.1833333333333,19.0166666666667,15.9,15,13.8666666666667
Hot Shots Golf: Out of Bounds,True,4,True,True,Sports,True,Sony,True,81,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rune Factory 2: A Fantasy Harvest Moon,True,1,True,True,"Action,Role-Playing (RPG),Simulation",True,,True,79,T,2008,66.1333333333333,79.4833333333333,67.0833333333333,4,52.3,38,38,38,1,38,75.5166666666667,87.2333333333333,88.6666666666667,3,63.7833333333333,0,0,0,0,0
SimCity Creator,True,1,True,True,Simulation,True,EA,True,69,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patapon,True,1,True,True,"Action,Strategy",True,Sony,True,86,T,2008,19.9,35.1666666666667,16.7833333333333,38,13.7166666666667,33.4166666666667,42.4833333333333,32.55,4,24.7666666666667,27.7,36.2,27.0833333333333,7,20.8,15.8833333333333,23.7166666666667,15,27,12.2666666666667
Shaun White Snowboarding,True,1,True,True,Sports,True,Ubisoft,True,63,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Man,True,1,True,True,Action,True,Sega,True,44,T,2008,5.8,10.6666666666667,5,12,4.23333333333333,9.98333333333333,12.4666666666667,8,3,7.48333333333333,5.08333333333333,5.08333333333333,5.08333333333333,1,5.08333333333333,4.33333333333333,4.68333333333333,4.36666666666667,8,3.71666666666667
Sega Superstars Tennis,True,1,True,True,Sports,True,Sega,True,65,T,2008,7.88333333333333,8.56666666666667,8,5,7.08333333333333,0,0,0,0,0,8.58333333333333,8.88333333333333,8.58333333333333,2,8.28333333333333,7.4,7.85,8,3,6.96666666666667
Lost Planet: Extreme Condition,True,1,True,True,Action,True,Capcom,True,67,T,2008,8.86666666666667,14.4666666666667,9,92,6.55,12.7,15.6,9.7,3,9.8,9.51666666666667,12.7333333333333,9.4,15,8.48333333333333,8.56666666666667,13.2666666666667,8.48333333333333,74,6.35
Mirror's Edge,True,1,True,True,Action,True,EA,True,79,T,2008,7.01666666666667,34.8333333333333,6.33333333333333,1100,4.33333333333333,13.7333333333333,37.4333333333333,10,49,8.43333333333333,8.48333333333333,21.6166666666667,8,203,6.11666666666667,6.31666666666667,11.5666666666667,6,895,4.06666666666667
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,46,T,2008,5.21666666666667,5.21666666666667,5.21666666666667,1,5.21666666666667,5.21666666666667,5.21666666666667,5.21666666666667,1,5.21666666666667,0,0,0,0,0,0,0,0,0,0
Condemned 2: Bloodshot,True,1,True,True,"Action,Adventure",True,Sega,True,80,T,2008,10.15,22.4,9.5,49,7.9,35,35,35,1,35,11.6166666666667,13.4,12,16,10.4,8.63333333333333,10.15,8.9,32,7.38333333333333
Sega Superstars Tennis,True,4,True,True,Sports,True,Sega,True,71,E,2008,7.88333333333333,8.56666666666667,8,5,7.08333333333333,0,0,0,0,0,8.58333333333333,8.88333333333333,8.58333333333333,2,8.28333333333333,7.4,7.85,8,3,6.96666666666667
Speed Racer: The Videogame,True,1,True,True,Racing / Driving,True,,True,75,M,2008,12.3833333333333,12.3833333333333,12.3833333333333,1,12.3833333333333,12.3833333333333,12.3833333333333,12.3833333333333,1,12.3833333333333,0,0,0,0,0,0,0,0,0,0
Viva Pi$?ata: Pocket Paradise,True,1,True,True,"Simulation,Strategy",True,THQ,True,82,T,2008,20.3333333333333,22.8333333333333,21,3,17.8333333333333,0,0,0,0,0,0,0,0,0,0,20.3333333333333,22.8333333333333,21,3,17.8333333333333
Tom Clancy's EndWar,True,1,True,True,Strategy,True,Ubisoft,True,76,M,2008,14.5333333333333,25.5666666666667,9.75,7,9.05,0,0,0,0,0,39,39,39,1,39,10.4666666666667,14.0166666666667,8.86666666666667,6,7.81666666666667
Iron Man,True,1,True,True,Action,True,Sega,True,45,M,2008,5.8,10.6666666666667,5,12,4.23333333333333,9.98333333333333,12.4666666666667,8,3,7.48333333333333,5.08333333333333,5.08333333333333,5.08333333333333,1,5.08333333333333,4.33333333333333,4.68333333333333,4.36666666666667,8,3.71666666666667
Need for Speed: Undercover,True,4,True,True,Racing / Driving,True,EA,True,54,E,2008,12.1833333333333,16.3333333333333,11.2,43,9.33333333333333,16.1166666666667,18.15,14.5,6,14.3,13.7833333333333,16.6833333333333,13,11,11.6833333333333,10.5833333333333,11.6833333333333,11,26,8.88333333333333
Wall-E,True,4,True,True,Action,True,THQ,True,50,E,2008,7.35,10.5166666666667,6.71666666666667,7,5.26666666666667,6,6,6,1,6,14,14,14,1,14,6.28333333333333,8.25,6.71666666666667,5,5
Spectrobes: Beyond the Portals,True,1,True,True,"Action,Role-Playing (RPG)",True,Disney,True,70,M,2008,30.25,33.2333333333333,30.25,2,27.2666666666667,0,0,0,0,0,36.2333333333333,36.2333333333333,36.2333333333333,1,36.2333333333333,24.2666666666667,24.2666666666667,24.2666666666667,1,24.2666666666667
MX vs. ATV Untamed,True,1,True,True,Educational,True,Ubisoft,True,59,T,2008,12,12,12,1,12,0,0,0,0,0,0,0,0,0,0,12,12,12,1,12
Mercenaries 2: World in Flames,True,1,True,True,Action,True,EA,True,72,E,2008,22.8666666666667,37.2833333333333,20.2666666666667,18,14.7833333333333,37,43.25,30,3,30.75,24.6666666666667,26.3333333333333,24.5,6,22.2833333333333,16.95,19,18,9,12.7333333333333
Infinite Undiscovery,True,1,True,True,"Action,Role-Playing (RPG)",True,SquareEnix,True,68,T,2008,34.8333333333333,90.2,26,49,20.7,150,150,150,2,150,40.6166666666667,48.7,40.2,16,32.45,24.4333333333333,51.9333333333333,22.3,31,17.1833333333333
TNA iMPACT!,True,4,True,True,Sports,True,Midway,True,62,M,2008,15.8833333333333,28.6166666666667,8.25,8,9.03333333333333,45.1666666666667,45.1666666666667,45.1666666666667,1,45.1666666666667,32.9333333333333,32.9333333333333,32.9333333333333,1,32.9333333333333,8.16666666666667,9.55,8.05,6,7.05
Enemy Territory: Quake Wars,True,1,True,True,Action,True,Activision,True,69,T,2008,9.91666666666667,16.95,7.91666666666667,8,6.95,0,0,0,0,0,8.7,10.4,8.91666666666667,4,6.9,11.1166666666667,16.9666666666667,6.75,4,7.46666666666667
Fire Emblem: Shadow Dragon,True,1,True,True,"Role-Playing (RPG),Strategy",True,Nintendo,True,81,M,2008,23.3166666666667,36.8666666666667,21.85,71,16.8666666666667,36.8833333333333,40.1166666666667,34.5,6,34.2666666666667,26.1,38.1666666666667,24.3,16,18.6833333333333,20.75,26.6833333333333,20,49,15.7666666666667
Neopets Puzzle Adventure,True,1,True,True,"Adventure,Role-Playing (RPG),Strategy",True,Capcom,True,70,T,2008,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3
Tales of Vesperia,True,1,True,True,"Adventure,Role-Playing (RPG)",True,Namco,True,79,M,2008,71.7833333333333,177.15,56.8666666666667,218,44.65,190.316666666667,240.7,192.5,16,130.7,75.1833333333333,114.583333333333,70.15,92,48.8333333333333,51.6833333333333,75.1666666666667,49,110,39.6666666666667
SingStar ABBA,True,8,True,True,Action,True,Sony,True,70,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z: Burst Limit,True,2,True,True,Action,True,"Atari,Namco",True,72,E,2008,8.05,16,6,19,5,0,0,0,0,0,21.6666666666667,24.1666666666667,25,3,19.1666666666667,5.5,7.31666666666667,5.58333333333333,16,4.26666666666667
Apollo Justice: Ace Attorney,True,1,True,True,"Adventure,Simulation",True,Capcom,True,78,T,2008,19.85,25.5,19.9333333333333,96,13.95,19.9166666666667,24.0333333333333,20,39,13.9666666666667,22.3666666666667,26.4,21.0333333333333,6,19.85,19.5166666666667,23.25,19.7,51,15.2333333333333
Castlevania: Order of Ecclesia,True,1,True,True,"Action,Adventure,Role-Playing (RPG)",True,Konami,True,85,T,2008,14.7666666666667,29.2833333333333,13.3333333333333,85,9.16666666666667,24.0833333333333,33.6666666666667,21.6,13,16.4166666666667,14.0166666666667,20.9333333333333,13.9833333333333,51,10.1333333333333,10.8333333333333,14.2,11,21,7.6
Mega Man Star Force 2: Zerker X Ninja,True,1,True,True,"Action,Role-Playing (RPG)",True,Capcom,True,55,T,2008,19.7166666666667,22.0166666666667,20,11,16.5833333333333,24,24,24,1,24,21.3,22.5166666666667,20.4166666666667,5,20.35,17.2833333333333,19.2333333333333,19.25,5,15.8
Enemy Territory: Quake Wars,True,1,True,True,Action,True,Activision,True,60,T,2008,9.91666666666667,16.95,7.91666666666667,8,6.95,0,0,0,0,0,8.7,10.4,8.91666666666667,4,6.9,11.1166666666667,16.9666666666667,6.75,4,7.46666666666667
Namco Museum: Virtual Arcade,True,1,True,True,"Action,Racing / Driving",True,Namco,True,63,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NASCAR 09,True,1,True,True,"Racing / Driving,Sports",True,EA,True,69,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turning Point: Fall of Liberty,True,1,True,True,Action,True,,True,43,M,2008,5.11666666666667,6.1,5,14,4.13333333333333,5.21666666666667,5.21666666666667,5.21666666666667,1,5.21666666666667,3.21666666666667,3.21666666666667,3.21666666666667,1,3.21666666666667,5.26666666666667,6.15,5,12,4.56666666666667
Summer Athletics 2009,True,4,True,True,Sports,True,,True,56,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unreal Tournament III,True,2,True,True,Action,True,Midway,True,82,M,2008,14.0666666666667,24.1333333333333,12.5166666666667,35,8.88333333333333,22.5166666666667,23.5833333333333,23.5,4,20.9666666666667,18.7,26.25,16.3166666666667,8,13.75,11,19.3666666666667,10.5,23,7.61666666666667
Shaun White Snowboarding,True,1,True,True,"Racing / Driving,Sports",True,Ubisoft,True,63,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Sector,True,1,True,True,Action,True,,True,72,T,2008,9.16666666666667,15.35,8.56666666666667,52,6.03333333333333,16.95,20.4,21,3,13.4833333333333,9.83333333333333,11.45,10,15,8.45,8.2,10.85,8.3,34,5.71666666666667
The Last Remnant,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,66,T,2008,87.2833333333333,151.566666666667,75,73,55.5666666666667,151.333333333333,186.333333333333,150,13,127.333333333333,79.25,118.55,75,41,54.3666666666667,60.7833333333333,80.9333333333333,63,19,45.9333333333333
Dragon Ball Z: Burst Limit,True,2,True,True,Action,True,"Atari,Namco",True,71,M,2008,8.05,16,6,19,5,0,0,0,0,0,21.6666666666667,24.1666666666667,25,3,19.1666666666667,5.5,7.31666666666667,5.58333333333333,16,4.26666666666667
NASCAR 09,True,1,True,True,"Racing / Driving,Sports",True,EA,True,65,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turning Point: Fall of Liberty,True,1,True,True,Action,True,,True,42,T,2008,5.11666666666667,6.1,5,14,4.13333333333333,5.21666666666667,5.21666666666667,5.21666666666667,1,5.21666666666667,3.21666666666667,3.21666666666667,3.21666666666667,1,3.21666666666667,5.26666666666667,6.15,5,12,4.56666666666667
MX vs. ATV Untamed,True,1,True,True,Racing / Driving,True,THQ,True,70,E,2008,12,12,12,1,12,0,0,0,0,0,0,0,0,0,0,12,12,12,1,12
Crash: Mind over Mutant,True,1,True,True,Action,True,,True,60,M,2008,6.08333333333333,7.5,5.55,12,4.8,5.6,5.6,5.6,1,5.6,9.03333333333333,9.03333333333333,9.03333333333333,1,9.03333333333333,5.83333333333333,7.41666666666667,5.48333333333333,10,4.71666666666667
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,55,E,2008,5.21666666666667,5.21666666666667,5.21666666666667,1,5.21666666666667,5.21666666666667,5.21666666666667,5.21666666666667,1,5.21666666666667,0,0,0,0,0,0,0,0,0,0
Silent Hill: Homecoming,True,1,True,True,Action,True,Konami,True,70,T,2008,10.1333333333333,14.9333333333333,9.6,58,7.93333333333333,13.1333333333333,16.5,12.8666666666667,5,9.75,11.55,15.5833333333333,10.8166666666667,12,9.58333333333333,9.35,14.5833333333333,9,41,7.58333333333333
TNA iMPACT!,True,4,True,True,Sports,True,Midway,True,64,M,2008,15.8833333333333,28.6166666666667,8.25,8,9.03333333333333,45.1666666666667,45.1666666666667,45.1666666666667,1,45.1666666666667,32.9333333333333,32.9333333333333,32.9333333333333,1,32.9333333333333,8.16666666666667,9.55,8.05,6,7.05
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,55,T,2008,5.21666666666667,5.21666666666667,5.21666666666667,1,5.21666666666667,5.21666666666667,5.21666666666667,5.21666666666667,1,5.21666666666667,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda,True,1,True,True,Action,True,Activision,True,76,M,2008,6.7,11.8833333333333,5,28,4.41666666666667,12.85,15.5333333333333,13.5,6,9.7,7.16666666666667,8.03333333333333,7,3,6.28333333333333,4.68333333333333,5.41666666666667,5,19,3.91666666666667
Dark Sector,True,1,True,True,Action,True,,True,72,M,2008,9.16666666666667,15.35,8.56666666666667,52,6.03333333333333,16.95,20.4,21,3,13.4833333333333,9.83333333333333,11.45,10,15,8.45,8.2,10.85,8.3,34,5.71666666666667
Tales of Symphonia: Dawn of the New World,True,4,True,True,Role-Playing (RPG),True,Namco,True,68,T,2008,41,79.4333333333333,36.7666666666667,74,29.1333333333333,87.6333333333333,106.916666666667,100.033333333333,5,73.4833333333333,44.2333333333333,61.2833333333333,42,29,35.6833333333333,32.8166666666667,39.8166666666667,32.5,40,26.0333333333333
Valkyrie Profile: Covenant of the Plume,True,1,True,True,"Role-Playing (RPG),Strategy",True,SquareEnix,True,74,M,2008,26.45,50.25,18.75,20,16.8,53.7666666666667,64.95,50.25,4,44.35,28.7666666666667,36.4833333333333,32.05,5,21.9166666666667,15.4666666666667,17.8333333333333,15.9,11,13.3333333333333
Spider-Man: Web of Shadows,True,1,True,True,Action,True,Activision,True,67,E,2008,12.5666666666667,16.7833333333333,12,24,9.38333333333333,19.6333333333333,20.45,19.6333333333333,2,18.8166666666667,13.15,14.4166666666667,12,11,12.2666666666667,10.7,12.9166666666667,11,11,8.66666666666667
TV Show King,True,4,True,True,Strategy,True,,True,65,T,2008,30,30,30,2,30,30,30,30,2,30,0,0,0,0,0,0,0,0,0,0
AC/DC Live: Rock Band - Track Pack,True,4,True,True,"Action,Simulation",True,,True,63,M,2008,3.63333333333333,4.88333333333333,3.93333333333333,8,2.76666666666667,0,0,0,0,0,0,0,0,0,0,3.63333333333333,4.88333333333333,3.93333333333333,8,2.76666666666667
The Chronicles of Narnia: Prince Caspian,True,1,True,True,Role-Playing (RPG),True,Disney,True,54,M,2008,12.8166666666667,15.1166666666667,11.65,4,11.1166666666667,11.65,11.8166666666667,11.65,2,11.4833333333333,0,0,0,0,0,14,16,14,2,12
Hot Shots Golf: Open Tee 2,True,1,True,True,Sports,True,Sony,True,82,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC/DC Live: Rock Band - Track Pack,True,1,True,True,"Action,Simulation",True,,True,60,E,2008,3.63333333333333,4.88333333333333,3.93333333333333,8,2.76666666666667,0,0,0,0,0,0,0,0,0,0,3.63333333333333,4.88333333333333,3.93333333333333,8,2.76666666666667
Harvest Moon: Magical Melody,True,4,True,True,"Role-Playing (RPG),Simulation",True,,True,69,T,2008,32.9666666666667,40.8333333333333,30.3666666666667,12,27.8166666666667,0,0,0,0,0,44.3333333333333,47.3333333333333,45,3,41.3333333333333,29.1833333333333,32.2833333333333,30,9,26.7833333333333
Dynasty Warriors 6,True,2,True,True,"Action,Strategy",True,,True,59,M,2008,29.35,44.0833333333333,17,11,18.0833333333333,0,0,0,0,0,46,55.5,46,5,35.5,15.5,16.3,15.75,6,14.3
Order Up!,True,1,True,True,"Action,Simulation",True,,True,76,T,2008,6.63333333333333,7.11666666666667,6,3,6.15,0,0,0,0,0,7.91666666666667,7.91666666666667,7.91666666666667,1,7.91666666666667,6,6,6,2,6
NBA Ballers: Chosen One,True,4,True,True,Sports,True,Midway,True,55,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Age of Empires: Mythologies,True,1,True,True,Strategy,True,THQ,True,78,T,2008,16.6,18.3,16.6,2,14.9,13.2,13.2,13.2,1,13.2,20,20,20,1,20,0,0,0,0,0
LocoRoco 2,True,1,True,True,"Action,Strategy",True,Sony,True,85,M,2008,17.2666666666667,113.033333333333,7.3,22,7.98333333333333,110.2,161.983333333333,110.2,2,58.4,11.05,15,9,5,8.73333333333333,6.95,8.73333333333333,7,15,5.33333333333333
Star Ocean: First Departure,True,1,True,True,"Action,Role-Playing (RPG)",True,SquareEnix,True,74,T,2008,23.2833333333333,41.0166666666667,21.5166666666667,82,17.65,44.5833333333333,52.1166666666667,44.5833333333333,2,37.05,25.2333333333333,36.9833333333333,24.6833333333333,32,19.9833333333333,21.0833333333333,27.9,20.5,48,16.85
Lost: Via Domus,True,1,True,True,"Action,Adventure",True,Ubisoft,True,54,T,2008,5.83333333333333,9.61666666666667,5.63333333333333,30,5.11666666666667,6.56666666666667,9.88333333333333,6,12,5.38333333333333,5.33333333333333,5.5,5.33333333333333,2,5.16666666666667,5.35,5.8,5.36666666666667,16,4.93333333333333
Tetris Party,True,4,True,True,Strategy,True,,True,75,T,2008,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2
Bully: Scholarship Edition,True,2,True,True,"Action,Adventure",True,Rockstar,True,83,E,2008,18.8,28.0333333333333,17.35,251,12.0333333333333,26.5833333333333,32.05,26,41,21.6333333333333,19.5333333333333,28.3833333333333,18,121,14.95,14.25,21.8,13.2,89,9.85
The Spiderwick Chronicles,True,2,True,True,"Action,Adventure",True,,True,62,M,2008,5.33333333333333,6.58333333333333,5,3,4.08333333333333,0,0,0,0,0,8,8,8,1,8,4,4.5,4,2,3.5
Dynasty Warriors 6,True,2,True,True,"Action,Strategy",True,,True,60,M,2008,29.35,44.0833333333333,17,11,18.0833333333333,0,0,0,0,0,46,55.5,46,5,35.5,15.5,16.3,15.75,6,14.3
Facebreaker,True,2,True,True,Sports,True,EA,True,54,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja Gaiden: Dragon Sword,True,1,True,True,Action,True,,True,83,E,2008,5.3,6.56666666666667,5.38333333333333,18,3.41666666666667,0,0,0,0,0,6.35,6.58333333333333,6.35,2,6.11666666666667,5.16666666666667,6.53333333333333,5.33333333333333,16,3.36666666666667
Condemned 2: Bloodshot,True,1,True,True,"Action,Adventure",True,Sega,True,82,T,2008,10.15,22.4,9.5,49,7.9,35,35,35,1,35,11.6166666666667,13.4,12,16,10.4,8.63333333333333,10.15,8.9,32,7.38333333333333
Silent Hill: Homecoming,True,1,True,True,Action,True,Konami,True,71,E,2008,10.1333333333333,14.9333333333333,9.6,58,7.93333333333333,13.1333333333333,16.5,12.8666666666667,5,9.75,11.55,15.5833333333333,10.8166666666667,12,9.58333333333333,9.35,14.5833333333333,9,41,7.58333333333333
Command & Conquer: Red Alert 3,True,1,True,True,Strategy,True,EA,True,77,T,2008,14.7,28.1833333333333,11.3666666666667,27,10.0166666666667,43.35,43.35,43.35,1,43.35,18.55,24.5,19.45,9,13.9,10.9833333333333,13.3666666666667,10.5,17,8.86666666666667
Viking: Battle for Asgard,True,1,True,True,Action,True,Sega,True,68,M,2008,17.5,24.3666666666667,16,52,12.1,22.5166666666667,27.1166666666667,22,15,16.45,17.3166666666667,21.9333333333333,16.4333333333333,21,13.9333333333333,13.0333333333333,18.75,12,16,9.98333333333333
Beijing 2008,True,4,True,True,Sports,True,Sega,True,60,T,2008,5.5,5.5,5.5,1,5.5,0,0,0,0,0,5.5,5.5,5.5,1,5.5,0,0,0,0,0
Don King Presents: Prizefighter,True,2,True,True,Sports,True,2K,True,56,M,2008,12.85,12.85,12.85,1,12.85,0,0,0,0,0,12.85,12.85,12.85,1,12.85,0,0,0,0,0
Bomberman,True,1,True,True,"Action,Strategy",True,,True,73,M,2008,3.33333333333333,4.13333333333333,3.2,7,2.63333333333333,0,0,0,0,0,0,0,0,0,0,3.33333333333333,4.13333333333333,3.2,7,2.63333333333333
Ferrari Challenge Trofeo Pirelli,True,1,True,True,Racing / Driving,True,,True,71,E,2008,32,40,32,2,24,48,48,48,1,48,0,0,0,0,0,16,16,16,1,16
Command & Conquer 3: Kane's Wrath,True,1,True,True,Strategy,True,EA,True,75,M,2008,9.76666666666667,12.8166666666667,9.5,20,7.31666666666667,0,0,0,0,0,11.3166666666667,13.7,11.5333333333333,8,8.68333333333333,8.73333333333333,10.1166666666667,8.1,12,6.7
Lost: Via Domus,True,1,True,True,"Action,Adventure",True,Ubisoft,True,55,M,2008,5.83333333333333,9.61666666666667,5.63333333333333,30,5.11666666666667,6.56666666666667,9.88333333333333,6,12,5.38333333333333,5.33333333333333,5.5,5.33333333333333,2,5.16666666666667,5.35,5.8,5.36666666666667,16,4.93333333333333
NHL 2K9 ,True,1,True,True,Sports,True,2K,True,69,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eternal Sonata,True,2,True,True,Role-Playing (RPG),True,Namco,True,80,M,2008,38.15,117.95,33.7,132,23.95,70.6666666666667,132.85,60.7666666666667,14,48.85,41.3,67.6833333333333,39.45,50,31.6833333333333,29.1333333333333,43.1666666666667,30,68,20.7833333333333
Viva Pi$?ata: Trouble in Paradise,True,2,True,True,"Racing / Driving,Simulation,Strategy",True,Microsoft,True,82,T,2008,31.8833333333333,48.1833333333333,20.8666666666667,4,21.0833333333333,18.7666666666667,20.25,18.7666666666667,2,17.2833333333333,20,20,20,1,20,70,70,70,1,70
FlatOut: Head On,True,1,True,True,"Racing / Driving,Sports",True,,True,74,E,2008,21.8,32,23,21,16.45,40.8,41.2166666666667,40.8,2,40.4,20.9833333333333,26.2333333333333,24,13,16.8333333333333,17.25,21.9333333333333,14.5,6,13.1833333333333
Viking: Battle for Asgard,True,1,True,True,Action,True,Sega,True,65,M,2008,17.5,24.3666666666667,16,52,12.1,22.5166666666667,27.1166666666667,22,15,16.45,17.3166666666667,21.9333333333333,16.4333333333333,21,13.9333333333333,13.0333333333333,18.75,12,16,9.98333333333333
Neopets Puzzle Adventure,True,1,True,True,"Role-Playing (RPG),Strategy",True,Capcom,True,52,E,2008,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3
TNA iMPACT!,True,1,True,True,Sports,True,Midway,True,43,E,2008,15.8833333333333,28.6166666666667,8.25,8,9.03333333333333,45.1666666666667,45.1666666666667,45.1666666666667,1,45.1666666666667,32.9333333333333,32.9333333333333,32.9333333333333,1,32.9333333333333,8.16666666666667,9.55,8.05,6,7.05
Tomb Raider: Underworld,True,1,True,True,Action,True,Eidos,True,70,T,2008,11.5166666666667,17.8833333333333,10.0333333333333,143,7.83333333333333,18.8833333333333,21.9666666666667,19,13,14.4666666666667,12.1166666666667,16.0166666666667,12,37,9.73333333333333,10.25,15.55,10,93,7.51666666666667
The Club,True,4,True,True,Action,True,Sega,True,76,T,2008,6.13333333333333,12.7166666666667,4.75,16,4.13333333333333,20,20,20,1,20,7.66666666666667,9.41666666666667,8,3,5.91666666666667,4.58333333333333,5.76666666666667,4.5,12,3.68333333333333
